order_details_id,order_id,pizza_id,quantity
121,49,sicilian_l,1.00
122,50,the_greek_xl,1.00
123,51,bbq_ckn_l,1.00
124,51,pep_msh_pep_l,1.00
125,52,hawaiian_l,1.00
126,52,mexicana_l,1.00
127,52,spicy_ital_l,1.00
128,53,pep_msh_pep_s,1.00
129,53,spinach_supr_m,1.00
130,54,prsc_argla_m,1.00
131,54,thai_ckn_l,1.00
132,55,peppr_salami_s,1.00
133,55,spicy_ital_l,1.00
134,56,classic_dlx_m,1.00
135,56,mediterraneo_l,1.00
136,56,southw_ckn_m,1.00
137,57,classic_dlx_m,1.00
138,58,five_cheese_l,1.00
139,58,pepperoni_m,1.00
140,59,ital_veggie_s,1.00
141,59,pep_msh_pep_s,1.00
142,59,pepperoni_l,1.00
143,60,ckn_pesto_l,1.00
144,60,four_cheese_m,1.00
145,61,bbq_ckn_m,1.00
146,61,ital_supr_l,1.00
147,62,bbq_ckn_m,1.00
148,62,spinach_supr_m,1.00
149,63,pep_msh_pep_m,1.00
150,64,big_meat_s,1.00
151,65,pep_msh_pep_s,1.00
152,65,sicilian_s,1.00
153,65,spicy_ital_s,1.00
154,65,spinach_supr_m,1.00
155,66,classic_dlx_m,1.00
156,66,ital_cpcllo_m,1.00
157,67,southw_ckn_l,1.00
158,68,classic_dlx_m,1.00
159,68,ital_supr_l,1.00
160,68,ital_supr_m,1.00
161,69,bbq_ckn_l,1.00
162,70,ital_veggie_s,1.00
163,70,soppressata_l,1.00
164,71,thai_ckn_l,1.00
165,72,spinach_fet_l,1.00
166,73,thai_ckn_s,1.00
167,74,five_cheese_l,1.00
168,74,mexicana_l,1.00
169,74,spin_pesto_s,1.00
170,74,spinach_supr_l,1.00
171,75,ital_supr_s,1.00
172,75,mediterraneo_l,1.00
173,75,napolitana_l,1.00
174,76,big_meat_s,1.00
175,76,hawaiian_l,1.00
176,76,ital_veggie_l,1.00
177,76,spicy_ital_l,1.00
178,77,bbq_ckn_m,1.00
179,77,hawaiian_m,1.00
180,78,big_meat_s,1.00
181,78,classic_dlx_s,1.00
182,78,four_cheese_l,1.00
183,78,ital_cpcllo_m,1.00
184,78,spicy_ital_l,3.00
185,78,thai_ckn_s,1.00
186,79,ital_cpcllo_l,1.00
187,79,pep_msh_pep_s,1.00
188,79,thai_ckn_l,1.00
189,80,pepperoni_s,1.00
190,80,thai_ckn_m,1.00
191,81,thai_ckn_l,1.00
192,82,big_meat_s,1.00
193,82,cali_ckn_m,1.00
194,82,spicy_ital_l,1.00
195,82,veggie_veg_m,1.00
196,83,southw_ckn_s,1.00
197,84,pepperoni_l,1.00
198,85,classic_dlx_m,1.00
199,85,classic_dlx_s,1.00
200,85,ital_supr_l,1.00
201,85,the_greek_m,1.00
202,86,hawaiian_l,1.00
203,87,ital_cpcllo_m,1.00
204,87,mexicana_m,1.00
205,87,spinach_supr_l,1.00
206,87,spinach_supr_s,1.00
207,88,five_cheese_l,1.00
208,89,soppressata_l,1.00
209,89,thai_ckn_l,1.00
210,90,sicilian_l,1.00
211,90,thai_ckn_s,1.00
212,91,bbq_ckn_l,2.00
213,91,ckn_pesto_s,1.00
214,91,pepperoni_s,1.00
215,92,bbq_ckn_m,1.00
216,92,ital_supr_l,1.00
217,92,ital_supr_m,1.00
218,92,ital_veggie_s,1.00
219,92,pepperoni_m,1.00
220,92,peppr_salami_m,1.00
221,92,spinach_fet_s,1.00
222,92,spinach_supr_s,1.00
223,92,the_greek_m,2.00
224,93,sicilian_m,1.00
225,94,ital_cpcllo_m,1.00
226,94,southw_ckn_s,1.00
227,95,napolitana_s,1.00
228,95,peppr_salami_l,1.00
229,96,napolitana_s,1.00
230,97,big_meat_s,1.00
231,98,classic_dlx_l,1.00
232,98,napolitana_l,1.00
233,99,ital_supr_l,1.00
234,100,hawaiian_l,1.00
235,101,cali_ckn_l,1.00
236,101,pepperoni_l,1.00
237,101,soppressata_l,1.00
238,101,spicy_ital_m,1.00
239,102,bbq_ckn_s,1.00
240,102,prsc_argla_s,1.00
241,103,spinach_supr_s,1.00
242,104,bbq_ckn_m,1.00
243,104,ckn_alfredo_m,1.00
244,104,ital_veggie_m,1.00
245,104,veggie_veg_l,1.00
246,105,hawaiian_s,2.00
247,105,pepperoni_l,1.00
248,105,prsc_argla_m,1.00
249,106,mexicana_l,1.00
250,106,spicy_ital_l,1.00
251,107,cali_ckn_l,1.00
252,107,ital_supr_m,1.00
253,107,spicy_ital_l,1.00
254,107,veggie_veg_l,1.00
255,108,classic_dlx_l,1.00
256,108,hawaiian_l,1.00
257,108,spinach_supr_l,1.00
258,109,ital_cpcllo_l,1.00
259,109,ital_supr_l,1.00
260,109,pepperoni_m,1.00
261,109,prsc_argla_l,1.00
262,110,big_meat_s,1.00
263,110,napolitana_l,1.00
264,110,soppressata_l,1.00
265,110,spicy_ital_s,1.00
266,111,cali_ckn_m,1.00
267,111,five_cheese_l,1.00
268,111,pepperoni_m,1.00
269,111,spin_pesto_l,1.00
270,112,pepperoni_s,1.00
271,113,cali_ckn_l,1.00
272,113,mexicana_l,1.00
273,113,southw_ckn_m,1.00
274,114,pepperoni_l,1.00
275,114,sicilian_s,1.00
276,115,big_meat_s,1.00
277,115,napolitana_l,1.00
278,115,thai_ckn_m,1.00
279,116,five_cheese_l,1.00
280,117,peppr_salami_m,1.00
281,117,sicilian_l,1.00
282,118,prsc_argla_l,1.00
283,118,spinach_fet_s,1.00
284,119,four_cheese_m,1.00
285,120,classic_dlx_s,1.00
286,120,hawaiian_s,1.00
287,120,spinach_fet_l,1.00
288,121,bbq_ckn_m,1.00
289,121,four_cheese_l,1.00
290,121,sicilian_l,1.00
291,121,southw_ckn_l,1.00
292,122,ital_supr_m,1.00
293,123,ital_cpcllo_s,1.00
294,124,bbq_ckn_s,1.00
295,124,sicilian_l,1.00
296,124,spicy_ital_l,1.00
297,124,the_greek_s,1.00
298,125,the_greek_xl,1.00
299,126,veggie_veg_l,1.00
300,127,pepperoni_m,1.00
301,128,spicy_ital_s,1.00
302,129,big_meat_s,1.00
303,129,the_greek_m,1.00
304,130,hawaiian_s,1.00
305,130,ital_cpcllo_l,1.00
306,130,mexicana_m,1.00
307,130,southw_ckn_s,1.00
308,131,ckn_pesto_l,1.00
309,131,five_cheese_l,1.00
310,131,green_garden_s,1.00
311,131,spinach_supr_s,1.00
312,132,pepperoni_s,1.00
313,133,bbq_ckn_l,1.00
314,133,hawaiian_l,1.00
315,133,the_greek_s,1.00
316,134,big_meat_s,1.00
317,134,southw_ckn_l,1.00
318,134,spinach_supr_s,1.00
319,135,veggie_veg_l,1.00
320,136,five_cheese_l,1.00
321,136,peppr_salami_s,1.00
322,137,mediterraneo_l,1.00
323,137,pepperoni_s,1.00
324,137,spicy_ital_m,1.00
325,138,cali_ckn_m,1.00
326,138,four_cheese_l,1.00
327,138,ital_veggie_l,1.00
328,138,sicilian_m,1.00
329,139,five_cheese_l,1.00
330,140,prsc_argla_s,1.00
331,140,veggie_veg_m,1.00
332,141,classic_dlx_m,1.00
333,142,green_garden_m,1.00
334,143,cali_ckn_s,1.00
335,143,classic_dlx_s,1.00
336,143,hawaiian_l,1.00
337,143,mexicana_m,1.00
338,143,pepperoni_l,1.00
339,143,prsc_argla_s,1.00
340,143,thai_ckn_l,1.00
341,143,veggie_veg_m,1.00
342,144,bbq_ckn_m,3.00
343,144,big_meat_s,1.00
344,144,cali_ckn_l,1.00
345,144,ckn_pesto_m,1.00
346,144,five_cheese_l,1.00
347,144,four_cheese_l,1.00
348,144,pep_msh_pep_s,1.00
349,144,southw_ckn_l,1.00
350,144,southw_ckn_s,1.00
351,144,spicy_ital_l,1.00
352,144,thai_ckn_m,1.00
353,144,veggie_veg_l,1.00
354,145,the_greek_s,1.00
355,146,cali_ckn_l,1.00
356,146,four_cheese_m,1.00
357,146,hawaiian_m,1.00
358,147,the_greek_xl,1.00
359,148,mediterraneo_s,1.00
360,149,spinach_fet_m,1.00
361,150,pepperoni_m,1.00
362,151,southw_ckn_l,1.00
363,151,spinach_supr_s,1.00
364,152,hawaiian_s,1.00
365,152,spinach_fet_l,1.00
366,152,thai_ckn_s,1.00
367,152,the_greek_m,1.00
368,153,mexicana_m,1.00
369,154,prsc_argla_s,1.00
370,155,ckn_pesto_s,1.00
371,155,napolitana_l,1.00
372,155,pepperoni_l,1.00
373,155,peppr_salami_l,1.00
374,156,napolitana_m,1.00
375,156,thai_ckn_l,1.00
376,157,ital_supr_l,1.00
377,157,mediterraneo_m,1.00
378,157,sicilian_m,1.00
379,157,spin_pesto_m,1.00
380,158,ital_veggie_m,1.00
381,158,thai_ckn_m,1.00
382,159,four_cheese_l,1.00
383,159,thai_ckn_m,1.00
384,160,classic_dlx_m,1.00
385,161,hawaiian_s,1.00
386,161,spicy_ital_m,1.00
387,161,the_greek_xl,1.00
388,162,big_meat_s,1.00
389,163,hawaiian_m,1.00
390,163,pepperoni_l,1.00
391,163,the_greek_m,1.00
392,164,cali_ckn_l,1.00
393,164,pepperoni_m,1.00
394,165,prsc_argla_m,1.00
395,166,prsc_argla_s,1.00
396,167,bbq_ckn_l,1.00
397,167,ital_supr_m,1.00
398,167,pepperoni_m,1.00
399,168,big_meat_s,1.00
400,168,veggie_veg_m,1.00
401,169,four_cheese_l,1.00
402,169,ital_cpcllo_s,1.00
403,169,sicilian_m,1.00
404,170,hawaiian_l,1.00
405,171,napolitana_m,1.00
406,172,napolitana_s,1.00
407,172,spinach_supr_m,1.00
408,172,thai_ckn_l,1.00
409,173,cali_ckn_m,1.00
410,173,classic_dlx_m,1.00
411,173,veggie_veg_l,1.00
412,174,big_meat_s,1.00
413,174,cali_ckn_l,1.00
414,174,cali_ckn_m,1.00
415,174,ital_cpcllo_m,1.00
416,175,ital_supr_l,1.00
417,176,cali_ckn_l,1.00
418,176,peppr_salami_m,1.00
419,177,napolitana_s,1.00
420,177,thai_ckn_l,1.00
421,178,peppr_salami_l,1.00
422,179,hawaiian_l,1.00
423,179,sicilian_m,1.00
424,179,veggie_veg_s,1.00
425,180,classic_dlx_l,1.00
426,180,prsc_argla_l,1.00
427,181,mexicana_l,1.00
428,182,brie_carre_s,1.00
429,182,peppr_salami_l,1.00
430,183,napolitana_m,1.00
431,183,spin_pesto_l,1.00
432,183,spin_pesto_s,1.00
433,184,hawaiian_l,1.00
434,185,sicilian_m,1.00
435,185,spin_pesto_s,1.00
436,186,mexicana_l,1.00
437,186,southw_ckn_l,1.00
438,186,spin_pesto_l,1.00
439,186,thai_ckn_l,1.00
440,187,five_cheese_l,1.00
441,187,spin_pesto_l,1.00
442,188,five_cheese_l,1.00
443,188,pepperoni_s,1.00
444,188,peppr_salami_l,1.00
445,189,big_meat_s,2.00
446,189,thai_ckn_s,1.00
447,190,bbq_ckn_l,1.00
448,190,four_cheese_m,1.00
449,190,pep_msh_pep_s,1.00
450,190,prsc_argla_l,1.00
451,191,cali_ckn_l,1.00
452,191,ckn_alfredo_m,1.00
453,192,sicilian_s,1.00
454,192,southw_ckn_l,1.00
455,193,big_meat_s,1.00
456,193,cali_ckn_m,1.00
457,193,ckn_alfredo_l,2.00
458,194,bbq_ckn_s,1.00
459,195,bbq_ckn_l,1.00
460,196,sicilian_s,1.00
461,196,spicy_ital_m,1.00
462,196,veggie_veg_m,1.00
463,197,four_cheese_l,1.00
464,197,ital_cpcllo_l,1.00
465,197,ital_veggie_l,1.00
466,197,soppressata_l,1.00
467,198,big_meat_s,1.00
468,198,ckn_alfredo_l,1.00
469,199,ckn_alfredo_m,1.00
470,200,the_greek_xl,1.00
471,201,calabrese_m,1.00
472,201,ckn_pesto_l,1.00
473,201,ital_supr_l,1.00
474,201,the_greek_xl,1.00
475,202,cali_ckn_s,1.00
476,203,cali_ckn_l,1.00
477,203,ital_veggie_m,1.00
478,203,pep_msh_pep_l,1.00
479,203,the_greek_s,1.00
480,204,spicy_ital_l,1.00
481,205,cali_ckn_s,1.00
482,205,ckn_alfredo_m,1.00
483,205,prsc_argla_s,1.00
484,206,napolitana_m,1.00
485,206,pepperoni_s,1.00
486,206,spicy_ital_l,1.00
487,207,spicy_ital_l,1.00
488,208,bbq_ckn_l,1.00
489,208,bbq_ckn_s,1.00
490,208,ckn_alfredo_m,1.00
491,208,pepperoni_m,1.00
492,208,the_greek_m,1.00
493,209,cali_ckn_l,1.00
494,210,spinach_fet_s,1.00
495,211,pepperoni_s,1.00
496,212,ital_cpcllo_l,1.00
497,213,four_cheese_l,1.00
498,214,ital_cpcllo_l,1.00
499,214,ital_supr_m,1.00
500,214,mexicana_s,1.00
501,214,spin_pesto_m,1.00
502,215,green_garden_s,1.00
503,216,bbq_ckn_m,1.00
504,216,five_cheese_l,1.00
505,216,hawaiian_l,1.00
506,217,classic_dlx_m,1.00
507,217,spinach_fet_s,1.00
508,218,spicy_ital_m,1.00
509,219,bbq_ckn_l,1.00
510,219,five_cheese_l,1.00
511,219,peppr_salami_m,1.00
512,219,spinach_fet_m,1.00
513,220,hawaiian_s,1.00
514,220,ital_cpcllo_s,1.00
515,220,napolitana_l,1.00
516,220,spicy_ital_l,1.00
517,221,five_cheese_l,1.00
518,221,prsc_argla_m,1.00
519,221,the_greek_s,1.00
520,222,four_cheese_l,1.00
521,222,sicilian_s,1.00
522,223,pep_msh_pep_s,1.00
523,224,ckn_alfredo_s,1.00
524,224,ital_supr_m,1.00
525,224,napolitana_m,1.00
526,224,thai_ckn_l,1.00
527,225,bbq_ckn_l,1.00
528,225,bbq_ckn_m,1.00
529,225,southw_ckn_s,1.00
530,226,classic_dlx_l,1.00
531,227,bbq_ckn_m,1.00
532,227,the_greek_m,1.00
533,228,ital_veggie_s,1.00
534,229,ital_veggie_l,1.00
535,229,prsc_argla_l,1.00
536,229,spin_pesto_s,1.00
537,230,thai_ckn_m,1.00
538,231,cali_ckn_l,1.00
539,231,napolitana_s,1.00
540,231,prsc_argla_s,1.00
541,232,bbq_ckn_m,1.00
542,232,spinach_supr_l,1.00
543,233,spinach_fet_s,1.00
544,234,ckn_alfredo_m,1.00
545,234,ital_supr_s,1.00
546,234,napolitana_m,1.00
547,235,cali_ckn_m,1.00
548,236,classic_dlx_l,1.00
549,236,green_garden_m,1.00
550,237,green_garden_s,1.00
551,238,spin_pesto_l,1.00
552,239,ital_supr_l,1.00
553,239,thai_ckn_m,1.00
554,240,four_cheese_m,1.00
555,241,sicilian_m,1.00
556,241,spinach_supr_l,1.00
557,242,calabrese_m,1.00
558,242,thai_ckn_l,1.00
559,242,veggie_veg_m,1.00
560,243,classic_dlx_l,1.00
561,243,spinach_supr_s,1.00
562,244,ital_supr_s,1.00
563,244,spicy_ital_l,1.00
564,245,bbq_ckn_l,1.00
565,245,ckn_pesto_l,1.00
566,246,ckn_alfredo_m,1.00
567,246,pepperoni_l,1.00
568,247,hawaiian_m,1.00
569,247,sicilian_m,1.00
570,247,spinach_supr_s,1.00
571,248,hawaiian_s,1.00
572,248,thai_ckn_l,1.00
573,249,bbq_ckn_l,1.00
574,249,calabrese_s,1.00
575,250,four_cheese_m,1.00
576,251,mexicana_m,1.00
577,252,prsc_argla_m,1.00
578,253,brie_carre_s,1.00
579,254,bbq_ckn_l,1.00
580,254,brie_carre_s,1.00
581,254,five_cheese_l,1.00
582,255,five_cheese_l,1.00
583,255,green_garden_m,1.00
584,255,hawaiian_l,1.00
585,255,spinach_fet_m,1.00
586,256,pep_msh_pep_l,1.00
587,257,cali_ckn_l,1.00
588,257,ckn_alfredo_l,1.00
589,258,classic_dlx_m,1.00
590,259,pepperoni_l,1.00
591,260,five_cheese_l,1.00
592,260,the_greek_l,1.00
593,261,brie_carre_s,1.00
594,262,cali_ckn_m,1.00
595,263,spin_pesto_l,1.00
596,264,mexicana_m,1.00
597,265,ckn_alfredo_m,1.00
598,265,mexicana_l,1.00
599,265,sicilian_m,1.00
600,265,spicy_ital_l,1.00
601,266,peppr_salami_m,1.00
602,267,four_cheese_l,1.00
603,267,mediterraneo_l,1.00
604,267,napolitana_s,1.00
605,268,ital_supr_l,1.00
606,268,pepperoni_s,1.00
607,269,ckn_alfredo_m,1.00
608,270,southw_ckn_l,1.00
609,270,spin_pesto_l,1.00
610,270,thai_ckn_l,1.00
611,271,big_meat_s,1.00
612,271,cali_ckn_m,2.00
613,271,ckn_alfredo_m,2.00
614,271,ckn_pesto_l,2.00
615,271,classic_dlx_m,1.00
616,271,ital_supr_m,1.00
617,271,sicilian_s,1.00
618,271,soppressata_m,1.00
619,271,southw_ckn_m,1.00
620,271,the_greek_s,1.00
621,272,ital_supr_m,1.00
622,273,soppressata_s,1.00
623,274,four_cheese_l,1.00
624,274,thai_ckn_l,1.00
625,275,classic_dlx_l,1.00
626,275,five_cheese_l,1.00
627,275,pepperoni_s,1.00
628,275,sicilian_m,1.00
629,276,five_cheese_l,1.00
630,276,spicy_ital_l,1.00
631,277,four_cheese_m,1.00
632,278,ital_veggie_m,1.00
633,278,southw_ckn_l,1.00
634,279,cali_ckn_m,1.00
635,279,ckn_alfredo_m,1.00
636,280,prsc_argla_m,1.00
637,280,veggie_veg_m,1.00
638,281,sicilian_s,1.00
639,282,classic_dlx_s,1.00
640,282,five_cheese_l,1.00
641,282,peppr_salami_l,1.00
642,282,spin_pesto_l,1.00
643,283,napolitana_m,1.00
644,284,four_cheese_m,1.00
645,284,hawaiian_s,1.00
646,284,napolitana_m,1.00
647,285,prsc_argla_l,1.00
648,286,ital_supr_m,1.00
649,286,peppr_salami_l,1.00
650,287,ital_supr_m,1.00
651,287,pep_msh_pep_m,1.00
652,287,pepperoni_m,1.00
653,287,sicilian_s,1.00
654,288,brie_carre_s,1.00
655,288,prsc_argla_l,1.00
656,288,spinach_supr_l,1.00
657,289,five_cheese_l,1.00
658,290,classic_dlx_s,1.00
659,290,veggie_veg_m,1.00
660,291,bbq_ckn_l,1.00
661,291,ckn_alfredo_m,2.00
662,291,four_cheese_m,1.00
663,292,spin_pesto_m,1.00
664,292,spinach_fet_l,1.00
665,293,classic_dlx_s,1.00
666,293,ital_veggie_s,1.00
667,294,bbq_ckn_m,1.00
668,294,ital_supr_l,1.00
669,294,thai_ckn_l,1.00
670,295,cali_ckn_m,1.00
671,296,green_garden_s,1.00
672,296,ital_cpcllo_s,1.00
673,296,thai_ckn_m,1.00
674,297,southw_ckn_m,1.00
675,298,cali_ckn_m,1.00
676,298,cali_ckn_s,1.00
677,298,ckn_alfredo_m,1.00
678,298,classic_dlx_s,1.00
679,299,classic_dlx_s,1.00
680,299,spinach_fet_m,1.00
681,300,big_meat_s,1.00
682,300,ital_cpcllo_s,1.00
683,300,ital_veggie_s,1.00
684,300,spinach_supr_s,1.00
685,301,napolitana_l,1.00
686,302,peppr_salami_l,1.00
687,303,big_meat_s,1.00
688,303,ital_cpcllo_m,1.00
689,303,pepperoni_s,1.00
690,304,hawaiian_s,1.00
691,304,mexicana_l,1.00
692,305,pepperoni_l,1.00
693,305,sicilian_s,1.00
694,305,spicy_ital_m,1.00
695,306,big_meat_s,1.00
696,306,hawaiian_s,1.00
697,306,napolitana_m,1.00
698,307,classic_dlx_l,1.00
699,307,thai_ckn_m,1.00
700,308,hawaiian_l,1.00
701,308,pep_msh_pep_l,1.00
702,308,thai_ckn_s,1.00
703,309,five_cheese_l,1.00
704,309,peppr_salami_m,1.00
705,310,hawaiian_s,1.00
706,310,thai_ckn_s,1.00
707,311,sicilian_l,1.00
708,312,big_meat_s,1.00
709,312,brie_carre_s,1.00
710,312,ckn_alfredo_m,1.00
711,312,sicilian_m,1.00
712,313,classic_dlx_m,1.00
713,314,calabrese_m,1.00
714,314,five_cheese_l,1.00
715,314,green_garden_m,1.00
716,314,hawaiian_m,1.00
717,314,veggie_veg_m,1.00
718,315,classic_dlx_m,1.00
719,316,hawaiian_s,1.00
720,316,ital_supr_m,1.00
721,317,cali_ckn_s,1.00
722,317,classic_dlx_m,1.00
723,317,four_cheese_l,1.00
724,317,hawaiian_s,1.00
725,317,pep_msh_pep_l,1.00
726,317,prsc_argla_s,1.00
727,317,spinach_fet_s,1.00
728,318,ital_cpcllo_l,1.00
729,318,mexicana_l,1.00
730,318,soppressata_s,1.00
731,318,spicy_ital_l,1.00
732,319,ital_supr_m,1.00
733,320,cali_ckn_m,1.00
734,320,ckn_pesto_l,1.00
735,321,ital_supr_l,1.00
736,322,cali_ckn_l,1.00
737,322,ckn_pesto_l,1.00
738,322,classic_dlx_s,1.00
739,322,thai_ckn_l,1.00
740,323,classic_dlx_m,1.00
741,324,five_cheese_l,1.00
742,325,classic_dlx_s,1.00
743,325,veggie_veg_s,1.00
744,326,cali_ckn_m,1.00
745,326,spinach_supr_l,1.00
746,327,classic_dlx_m,1.00
747,328,mediterraneo_l,1.00
748,329,spicy_ital_l,1.00
749,329,spinach_supr_m,1.00
750,330,big_meat_s,1.00
751,330,ckn_alfredo_m,1.00
752,330,classic_dlx_m,1.00
753,330,classic_dlx_s,1.00
754,330,five_cheese_l,1.00
755,330,four_cheese_l,2.00
756,330,hawaiian_l,1.00
757,330,pep_msh_pep_l,1.00
758,330,peppr_salami_s,1.00
759,330,sicilian_l,1.00
760,330,spicy_ital_l,1.00
761,330,spicy_ital_m,1.00
762,330,spinach_fet_l,1.00
763,330,the_greek_m,1.00
764,331,prsc_argla_m,1.00
765,332,sicilian_m,1.00
766,332,southw_ckn_l,1.00
767,332,thai_ckn_m,1.00
768,333,ckn_alfredo_m,1.00
769,334,calabrese_l,1.00
770,334,pepperoni_m,1.00
771,334,southw_ckn_m,1.00
772,334,thai_ckn_l,1.00
773,335,mediterraneo_l,1.00
774,336,prsc_argla_l,1.00
775,337,hawaiian_l,1.00
776,337,pepperoni_l,1.00
777,338,mexicana_l,1.00
778,338,thai_ckn_l,1.00
779,338,the_greek_xl,1.00
780,339,spicy_ital_m,1.00
781,340,peppr_salami_s,1.00
782,341,bbq_ckn_m,1.00
783,341,pepperoni_s,1.00
784,342,sicilian_l,1.00
785,342,southw_ckn_l,1.00
786,343,five_cheese_l,1.00
787,343,four_cheese_m,1.00
788,344,ital_cpcllo_m,1.00
789,345,peppr_salami_s,1.00
790,345,spinach_fet_s,1.00
791,346,green_garden_s,1.00
792,346,hawaiian_s,1.00
793,346,ital_cpcllo_l,1.00
794,346,napolitana_s,1.00
795,347,spinach_fet_l,1.00
796,347,thai_ckn_l,1.00
797,347,veggie_veg_m,1.00
798,348,classic_dlx_m,1.00
799,348,thai_ckn_l,1.00
800,348,thai_ckn_s,1.00
801,349,pepperoni_l,1.00
802,350,classic_dlx_l,1.00
803,350,pepperoni_m,2.00
804,350,spicy_ital_s,1.00
805,351,big_meat_s,1.00
806,351,hawaiian_m,1.00
807,352,big_meat_s,1.00
808,352,ital_cpcllo_l,1.00
809,353,bbq_ckn_l,1.00
810,353,cali_ckn_l,1.00
811,353,prsc_argla_s,1.00
812,354,green_garden_s,1.00
813,354,veggie_veg_l,1.00
814,355,ckn_alfredo_m,1.00
815,355,ital_supr_m,1.00
816,356,ckn_alfredo_m,1.00
817,357,cali_ckn_l,1.00
818,357,southw_ckn_s,1.00
819,357,spinach_fet_s,1.00
820,358,ital_supr_m,1.00
821,359,green_garden_m,1.00
822,359,thai_ckn_l,1.00
823,360,bbq_ckn_l,1.00
824,360,green_garden_s,1.00
825,360,hawaiian_s,1.00
826,361,big_meat_s,2.00
827,361,ital_cpcllo_s,1.00
828,362,bbq_ckn_m,1.00
829,362,mexicana_l,1.00
830,363,mediterraneo_l,1.00
831,363,mexicana_l,1.00
832,364,ital_supr_m,1.00
833,364,the_greek_xl,1.00
834,365,four_cheese_m,1.00
835,365,mediterraneo_l,1.00
836,365,pepperoni_m,1.00
837,366,ital_cpcllo_l,1.00
838,367,hawaiian_l,1.00
839,367,spinach_fet_m,1.00
840,368,spin_pesto_m,1.00
841,368,thai_ckn_l,1.00
